game_date,player_name,team,opponent,minutes,points,rebounds,assists,field_goals_attempted,field_goals_made,three_pa,three_pm,free_throws_attempted,free_throws_made
2024-02-18,Luka Doncic,Celtics,Lakers,35.9,37,10.7,4.4,23,12,12,3,6,4
2024-02-18,Tyrese Haliburton,Bucks,Warriors,32.1,14,6.5,5.3,10,4,4,1,5,3
2024-02-18,Myles Turner,Bulls,Celtics,25.5,17,7.4,4.7,14,6,3,1,5,4
2024-02-18,Kevin Porter Jr.,Nuggets,Bucks,26.8,7,4.2,5.2,9,3,2,0,2,1
2024-02-18,Jaylen Brown,Clippers,Nets,35.2,27,8.7,8.5,15,6,10,4,4,3
2024-02-19,Caris LeVert,Nets,Celtics,26.3,12,6.3,3.1,10,4,3,1,2,1
2024-02-19,Bobby Portis,Lakers,Warriors,24.4,9,5.2,3.5,9,4,3,0,2,1
2024-02-19,Cam Johnson,Nets,Clippers,20.4,12,4.7,5.5,10,4,2,0,6,4
2024-02-19,Paul George,Nuggets,Bucks,29.2,9,7.0,3.0,8,3,3,1,1,0
2024-02-19,Malcolm Brogdon,Celtics,Raptors,24.9,22,5.2,5.4,13,6,6,2,6,4
2024-02-19,Amari Bailey,Lakers,Bucks,12.4,11,1.6,3.5,9,4,5,1,0,0
2024-02-19,Richaun Holmes,Nets,76ers,15.5,6,1.6,1.8,4,1,3,1,3,1
2024-02-19,Rudy Gobert,Suns,76ers,24.7,9,6.2,4.1,8,3,6,1,4,2
2024-02-19,Kristaps Porzingis,Suns,Clippers,28.1,16,3.3,4.7,11,4,7,2,6,4
2024-02-19,JaVale McGee,Suns,Clippers,18.0,7,2.1,1.9,5,2,5,1,0,0
2024-02-19,Dominick Barlow,Nets,Lakers,15.9,3,3.2,1.5,4,1,2,0,0,0
2024-02-19,Kai Jones,76ers,Mavericks,12.1,6,3.5,3.9,6,2,1,0,4,2
2024-02-20,Theo Maledon,76ers,Warriors,9.5,7,4.4,3.0,6,2,4,1,0,0
2024-02-20,Kristaps Porzingis,Celtics,Cavaliers,27.3,19,4.1,5.9,15,7,3,1,4,2
2024-02-21,Jeremy Sochan,Spurs,Raptors,10.6,7,4.3,2.2,3,1,4,1,4,2
2024-02-21,Ish Wainright,Cavaliers,Nuggets,19.3,6,2.0,2.0,10,3,1,0,0,0
2024-02-21,Buddy Hield,Celtics,76ers,31.7,21,4.1,3.6,15,6,7,2,4,3
2024-02-21,Michael Porter Jr.,Mavericks,Bucks,24.3,15,6.3,3.4,15,6,5,1,4,2
2024-02-21,Dwight Powell,Spurs,Raptors,21.4,11,1.8,1.2,10,4,2,0,3,2
2024-02-21,Brandon Ingram,76ers,Nuggets,30.0,10,6.2,3.6,8,3,5,1,2,1
2024-02-21,Bryce McGowens,Bucks,Nuggets,14.7,2,5.6,1.0,3,1,1,0,0,0
2024-02-21,Boban Marjanovic,Suns,Mavericks,16.4,2,2.6,1.4,3,1,3,0,0,0
2024-02-21,Victor Wembanyama,Mavericks,Celtics,21.4,18,7.2,4.4,10,4,6,2,6,4
2024-02-21,Franz Wagner,Mavericks,Clippers,33.1,14,4.2,2.3,12,4,5,1,5,3
2024-02-21,Markelle Fultz,76ers,Clippers,27.9,17,5.7,3.1,9,4,7,2,5,3
2024-02-21,Kendall Brown,Heat,Mavericks,15.4,4,4.0,1.5,6,2,2,0,1,0
2024-02-21,Jimmy Butler,Suns,Lakers,33.2,33,10.8,8.7,21,8,8,3,10,8
2024-02-21,Saben Lee,Suns,Bucks,13.7,5,2.2,1.8,5,1,2,0,3,2
2024-02-22,Anfernee Simons,Warriors,Bulls,24.2,14,7.4,4.7,9,4,4,1,4,3
2024-02-22,MarJon Beauchamp,Suns,Clippers,14.7,8,3.9,3.7,10,4,2,0,4,2
2024-02-22,Udoka Azubuike,Cavaliers,Bulls,17.8,11,1.1,1.2,8,3,4,1,4,2
2024-02-22,Spencer Dinwiddie,Bulls,Spurs,31.0,13,5.7,2.1,14,5,4,1,1,0
2024-02-22,Kristaps Porzingis,Nuggets,Bucks,25.3,17,5.1,2.7,15,7,5,1,1,0
2024-02-22,Grayson Allen,Bulls,Nets,16.2,9,3.0,2.8,7,2,0,0,4,3
2024-02-22,Tyler Cook,Celtics,Mavericks,14.4,2,1.7,3.8,4,1,0,0,1,0
2024-02-22,Klay Thompson,Mavericks,Nets,25.6,15,7.1,2.3,11,4,4,1,3,2
2024-02-22,Trey Murphy III,Heat,Raptors,30.0,14,7.5,4.0,12,4,5,1,4,3
2024-02-22,Ish Wainright,76ers,Cavaliers,14.5,7,5.1,3.4,4,1,5,1,3,2
2024-02-22,Kawhi Leonard,Nets,Clippers,25.6,17,3.7,4.8,13,5,6,2,1,0
2024-02-23,Leaky Black,76ers,Warriors,18.7,8,2.5,3.1,8,3,2,0,3,2
2024-02-23,Bradley Beal,Suns,Warriors,27.3,12,3.6,2.6,11,4,2,0,6,4
2024-02-23,Darius Bazley,Clippers,Suns,18.5,9,1.1,2.5,7,3,2,0,4,3
2024-02-23,Fred VanVleet,Cavaliers,Suns,28.1,13,5.5,5.9,9,4,3,1,3,2
2024-02-23,Jusuf Nurkic,Heat,Nuggets,23.1,18,5.4,4.7,15,6,5,1,5,3
2024-02-23,Boban Marjanovic,Heat,Nuggets,20.5,8,4.1,0.3,9,3,3,0,4,2
2024-02-23,Nick Richards,Heat,Suns,14.1,6,2.6,3.8,6,2,2,0,4,2
2024-02-23,Brook Lopez,Warriors,76ers,20.1,15,7.9,3.8,12,5,4,1,3,2
2024-02-23,Greg Brown III,Warriors,Mavericks,10.8,9,1.9,1.5,8,3,3,0,3,2
2024-02-23,Bryce McGowens,Nuggets,Spurs,17.6,4,2.3,3.6,4,1,5,1,0,0
2024-02-23,JT Thor,Heat,Warriors,18.0,5,2.5,0.7,4,1,3,1,1,0
2024-02-23,Evan Mobley,Heat,76ers,25.9,15,3.8,4.3,9,4,3,1,3,2
2024-02-23,Chet Holmgren,Spurs,Heat,30.8,16,3.4,5.6,12,5,7,2,1,0
2024-02-23,Al Horford,Suns,Raptors,26.7,18,6.1,3.1,14,6,5,1,5,3
2024-02-23,Nikola Jokic,76ers,Lakers,24.9,15,6.8,5.5,15,6,6,1,1,0
2024-02-23,Dereck Lively II,Nuggets,Heat,19.2,6,2.2,2.0,5,2,2,0,0,0
2024-02-23,Karl-Anthony Towns,Clippers,Celtics,31.6,17,5.4,5.7,11,5,5,1,5,4
2024-02-23,Richaun Holmes,Nuggets,Warriors,17.7,5,5.1,2.5,4,1,4,1,1,0
2024-02-23,Karl-Anthony Towns,Spurs,Celtics,28.5,11,3.0,5.1,8,3,4,1,1,0
2024-02-24,Zach LaVine,Mavericks,Heat,27.6,9,4.1,3.6,8,3,2,0,5,3
2024-02-24,Al Horford,76ers,Lakers,29.2,13,5.0,3.1,10,4,4,1,3,2
2024-02-24,Jaren Jackson Jr.,Celtics,Nets,23.9,15,4.8,2.6,15,6,2,0,5,3
2024-02-24,Amari Bailey,Clippers,Raptors,9.8,8,4.5,1.8,10,4,2,0,0,0
2024-02-24,Malcolm Brogdon,Bulls,Raptors,28.6,14,5.4,2.7,14,6,2,0,3,2
2024-02-24,Ish Wainright,Bucks,Warriors,14.4,6,4.3,2.6,10,3,2,0,1,0
2024-02-24,Miles Bridges,Spurs,Warriors,30.8,16,3.4,4.4,10,4,7,2,3,2
2024-02-24,Stephen Curry,Cavaliers,Nets,37.8,40,11.8,5.1,23,12,10,3,9,7
2024-02-24,Jerami Grant,Nets,Spurs,33.6,16,3.9,5.4,14,6,4,1,2,1
2024-02-24,Pascal Siakam,Mavericks,Bulls,20.2,22,4.1,5.6,15,6,6,2,6,4
2024-02-24,Al Horford,Cavaliers,Warriors,31.4,16,6.0,5.5,11,5,6,2,1,0
2024-02-24,Al Horford,Spurs,Celtics,32.0,20,4.0,2.2,15,7,6,2,1,0
2024-02-25,Dwight Powell,Heat,Spurs,19.4,9,1.9,3.8,10,3,3,1,2,1
2024-02-25,Devin Booker,Bulls,Mavericks,30.8,27,11.7,4.8,19,9,5,1,9,6
2024-02-25,Devin Booker,Heat,Suns,33.6,31,8.9,6.9,18,8,9,3,6,5
2024-02-25,Matisse Thybulle,Nuggets,Mavericks,19.4,21,5.1,5.4,15,6,7,2,4,3
2024-02-25,Zion Williamson,Celtics,Bulls,30.5,16,6.4,5.6,11,5,6,1,4,3
2024-02-25,Franz Wagner,Cavaliers,Nets,31.5,14,3.8,4.4,10,4,7,2,1,0
2024-02-25,Bam Adebayo,Nuggets,Bulls,30.0,17,4.5,2.1,12,5,6,2,2,1
2024-02-25,Chris Livingston,Mavericks,Celtics,14.3,7,2.9,2.1,6,2,4,1,0,0
2024-02-25,Jalen Brunson,Celtics,Lakers,21.5,15,5.8,4.7,9,3,7,2,4,3
2024-02-25,Malcolm Brogdon,Suns,Mavericks,27.0,11,8.0,5.0,10,4,5,1,1,0
2024-02-26,Zach LaVine,Warriors,Cavaliers,24.8,11,5.7,4.0,12,5,4,1,1,0
2024-02-26,Jimmy Butler,Clippers,Suns,31.3,29,11.1,6.9,21,9,9,2,7,5
2024-02-26,Josh Giddey,Cavaliers,Celtics,31.3,15,3.2,4.7,11,4,6,1,5,4
2024-02-26,Herbert Jones,Heat,Celtics,23.8,18,6.5,5.2,11,4,6,2,6,4
2024-02-26,Zach LaVine,Warriors,Celtics,23.1,11,5.2,4.9,11,4,2,0,5,3
2024-02-26,Kevin Porter Jr.,Warriors,Heat,26.6,13,5.3,4.6,14,5,4,1,1,0
2024-02-26,Bryce McGowens,Nets,Cavaliers,14.6,7,1.1,1.8,8,3,0,0,2,1
2024-02-26,Chimezie Metu,Clippers,Bulls,16.8,2,5.7,0.9,3,1,2,0,2,1
2024-02-26,Alperen Sengun,Suns,Warriors,26.6,8,5.8,2.2,8,3,2,0,3,2
2024-02-26,Chet Holmgren,Cavaliers,Mavericks,32.5,11,6.8,5.9,8,3,3,1,3,2
2024-02-27,Jayson Tatum,Warriors,Raptors,31.5,35,6.9,5.0,18,7,12,5,8,6
2024-02-27,Franz Wagner,Mavericks,Nets,29.1,16,6.3,3.3,15,6,2,0,6,4
2024-02-27,Devonte Graham,Heat,Spurs,11.3,9,4.4,2.2,8,3,4,1,2,1
2024-02-27,Blake Wesley,Mavericks,Heat,12.5,4,3.3,2.6,6,2,0,0,0,0
2024-02-27,Richaun Holmes,Bucks,Clippers,13.3,5,1.8,3.4,3,1,4,1,0,0
2024-02-27,Julius Randle,Heat,Bucks,25.1,16,7.5,2.8,14,6,5,1,2,1
2024-02-27,Rudy Gobert,Celtics,76ers,25.1,19,7.1,5.1,13,5,6,2,5,3
2024-02-27,Julius Randle,Celtics,Nets,30.5,19,7.0,5.3,13,6,7,2,2,1
2024-02-27,Cam Johnson,Warriors,Raptors,23.4,11,7.4,4.1,14,6,3,0,1,0
2024-02-27,Kevin Durant,Spurs,Warriors,33.9,27,7.3,5.6,16,7,10,3,6,4
2024-02-27,Joel Embiid,Cavaliers,Lakers,35.5,31,7.2,9.4,17,8,10,3,8,6
2024-02-27,Cade Cunningham,Celtics,Lakers,29.8,20,6.8,3.1,13,6,7,2,3,2
2024-02-27,Chris Livingston,Cavaliers,Nuggets,15.8,7,4.8,1.8,3,1,4,1,3,2
2024-02-28,Kyrie Irving,76ers,Nuggets,34.4,25,6.2,5.9,17,7,6,2,7,5
2024-02-28,Brandon Ingram,Heat,Warriors,32.1,15,4.2,3.6,14,5,5,1,4,2
2024-02-28,Pascal Siakam,Celtics,Raptors,24.7,12,5.2,3.6,14,6,3,0,1,0
2024-02-28,Damian Lillard,Nets,Clippers,32.7,36,6.9,7.3,25,10,10,3,9,7
2024-02-28,Brandon Ingram,Warriors,76ers,31.3,12,4.6,4.5,8,3,4,1,4,3
2024-02-28,Klay Thompson,Cavaliers,Spurs,23.7,15,7.5,4.3,10,4,3,0,6,5
2024-02-28,Zion Williamson,Bulls,Suns,32.1,19,7.2,4.6,13,6,3,1,6,4
2024-02-28,Jusuf Nurkic,Celtics,Lakers,23.8,6,5.9,2.1,10,4,2,0,1,0
2024-02-28,Leaky Black,Mavericks,Spurs,19.0,6,5.5,3.4,9,3,0,0,1,0
2024-02-28,Bam Adebayo,Cavaliers,Celtics,30.5,14,3.1,2.6,10,4,6,2,1,0
2024-02-28,Lou Dort,Lakers,Suns,27.1,14,3.6,4.3,12,4,4,1,5,3
2024-02-28,Donovan Mitchell,Raptors,Cavaliers,38.1,28,5.5,5.5,19,8,11,3,4,3
2024-02-28,Ish Wainright,Bulls,Clippers,18.9,6,5.9,3.8,5,2,1,0,3,2
2024-02-28,Malcolm Brogdon,Mavericks,Clippers,26.8,9,3.4,4.2,8,3,4,1,1,0
2024-02-28,Draymond Green,Spurs,Warriors,30.9,16,7.2,4.5,12,5,6,2,1,0
2024-02-28,MarJon Beauchamp,Mavericks,Bulls,13.8,5,3.0,1.0,4,1,3,1,1,0
2024-02-28,Victor Wembanyama,Bulls,Suns,22.8,18,6.1,4.5,14,5,7,2,3,2
2024-02-29,Anthony Davis,Raptors,Nuggets,37.9,37,5.4,8.7,20,10,12,4,7,5
2024-02-29,Isaiah Stewart,Nuggets,Warriors,26.5,23,3.0,2.1,15,7,6,2,4,3
2024-02-29,Yuta Watanabe,Cavaliers,Bulls,8.7,12,2.5,2.5,10,3,5,1,2,1
2024-02-29,Cade Cunningham,Spurs,Lakers,32.5,10,3.3,4.8,8,3,2,0,5,4
2024-02-29,Brook Lopez,Clippers,Lakers,20.1,15,5.4,2.6,13,5,4,1,5,3
2024-02-29,Richaun Holmes,Raptors,Cavaliers,13.1,11,3.2,3.8,9,3,5,1,3,2
2024-02-29,Aaron Gordon,Raptors,Bulls,27.8,9,4.7,3.1,11,4,2,0,2,1
2024-02-29,Jayson Tatum,Celtics,76ers,33.7,33,9.3,6.9,25,12,7,2,4,3
2024-02-29,Gordon Hayward,Heat,Cavaliers,30.2,16,4.7,4.7,13,5,5,1,4,3
2024-02-29,LeBron James,Suns,Nets,32.0,32,7.8,6.0,18,8,9,3,8,7
2024-02-29,Matisse Thybulle,Spurs,Clippers,20.7,17,4.7,5.5,15,6,3,1,3,2
2024-02-29,Saben Lee,Spurs,Warriors,12.3,11,3.6,0.6,10,3,3,1,3,2
2024-02-29,Fred VanVleet,Mavericks,Warriors,27.9,17,4.6,4.3,14,5,2,0,6,5
2024-02-29,Zach LaVine,Suns,Bulls,27.7,17,7.0,5.1,13,5,5,1,5,4
2024-02-29,Deandre Ayton,Bulls,Celtics,28.8,17,6.8,3.5,14,6,4,1,6,4
2024-02-29,Anfernee Simons,Clippers,Mavericks,24.4,14,5.5,5.8,12,5,2,0,6,4
2024-02-29,Devin Vassell,Nets,Cavaliers,27.8,20,4.3,5.0,15,6,6,2,5,3
2024-02-29,Jock Landale,76ers,Lakers,19.7,9,5.7,2.5,6,2,5,1,3,2
2024-02-29,Brandon Ingram,Suns,Nuggets,27.9,20,6.8,3.2,13,5,7,2,5,4
2024-03-01,P.J. Washington,Spurs,Lakers,12.5,7,3.8,1.6,6,2,5,1,0,0
2024-03-01,Kevin Porter Jr.,Clippers,Nuggets,24.0,12,3.2,2.5,10,4,4,1,3,2
2024-03-01,Dwight Powell,Bucks,Nuggets,17.6,2,4.0,0.7,5,2,1,0,1,0
2024-03-01,Theo Maledon,Bucks,Lakers,9.8,7,1.5,1.3,4,1,3,1,4,2
2024-03-01,Stephen Curry,Raptors,Spurs,37.1,31,9.2,7.6,16,8,7,2,11,9
2024-03-01,Gordon Hayward,Nets,Lakers,28.2,19,3.9,4.2,13,5,6,2,6,5
2024-03-01,Aaron Gordon,Bucks,Heat,26.8,22,5.3,2.9,15,7,6,2,3,2
2024-03-01,Al Horford,Cavaliers,Nets,30.9,23,4.2,5.0,15,7,7,2,5,3
2024-03-01,Chet Holmgren,Heat,Clippers,32.2,8,5.7,5.6,9,4,3,0,1,0
2024-03-01,Markelle Fultz,Lakers,Heat,28.6,19,3.4,4.8,15,7,4,1,2,1
2024-03-01,Jaden Ivey,Spurs,Mavericks,29.8,14,5.7,3.1,11,4,6,1,5,3
2024-03-01,Kevin Durant,Warriors,Spurs,37.3,29,8.9,9.2,20,9,7,2,6,5
2024-03-02,Andrew Wiggins,Lakers,Bucks,33.1,16,5.0,3.7,13,5,3,1,4,3
2024-03-02,Jonas Valanciunas,Raptors,Warriors,27.5,14,7.8,6.0,15,6,2,0,6,4
2024-03-02,Keita Bates-Diop,Celtics,Bulls,19.9,8,1.7,3.5,7,2,5,1,2,1
2024-03-02,AJ Green,Clippers,Warriors,17.8,9,4.9,2.5,9,3,4,1,1,0
2024-03-02,Garrett Temple,Suns,Spurs,16.5,9,2.4,0.4,6,2,5,1,3,2
2024-03-02,Damian Lillard,Bulls,Nuggets,34.6,35,5.6,5.7,21,10,7,2,11,9
2024-03-02,Marcus Smart,76ers,Heat,23.2,17,3.6,5.5,10,4,7,2,5,3
2024-03-02,MarJon Beauchamp,Spurs,Heat,13.1,2,1.3,2.1,4,1,2,0,3,2
2024-03-02,Tyler Herro,Celtics,Heat,26.6,16,7.4,2.8,12,5,4,1,5,3
2024-03-02,Keldon Johnson,Heat,Suns,30.7,12,5.1,5.8,10,4,3,0,5,4
2024-03-02,Jayson Tatum,Warriors,Clippers,36.7,27,9.6,8.1,22,11,6,1,5,4
2024-03-02,LaMelo Ball,Bucks,Suns,32.8,22,5.6,3.3,14,6,6,2,6,4
2024-03-02,Nick Richards,Bulls,Bucks,14.2,7,4.0,1.2,3,1,5,1,0,0
2024-03-02,Jaren Jackson Jr.,Celtics,Cavaliers,26.5,13,5.9,4.1,12,4,4,1,3,2
2024-03-02,Cole Anthony,Bucks,Spurs,32.2,19,4.4,4.5,13,6,4,1,6,4
2024-03-02,Trey Murphy III,Bucks,Cavaliers,27.7,12,4.9,2.0,8,3,4,1,4,3
2024-03-02,Kevin Durant,Nets,Bulls,34.8,24,9.2,9.4,18,8,5,1,7,5
2024-03-02,Dominick Barlow,Suns,Clippers,15.1,5,1.1,3.2,7,2,1,0,2,1
2024-03-03,Pat Connaughton,Cavaliers,Mavericks,15.7,7,1.1,0.2,7,3,2,0,3,1
2024-03-03,OG Anunoby,Mavericks,Nets,28.5,10,5.9,3.7,12,5,2,0,1,0
2024-03-03,Brandon Ingram,Bulls,Warriors,28.2,15,4.7,3.7,9,4,4,1,6,4
2024-03-03,Anthony Davis,Nuggets,76ers,35.6,34,7.9,8.1,20,10,7,2,10,8
2024-03-03,Nic Claxton,Cavaliers,Nets,24.4,19,3.9,5.2,15,6,7,2,2,1
2024-03-03,Darius Garland,Heat,Mavericks,21.4,12,4.3,4.8,10,4,3,0,5,4
2024-03-03,Isaiah Stewart,76ers,Suns,27.9,11,5.0,2.9,8,3,3,1,3,2
2024-03-03,Isaiah Stewart,Bulls,Spurs,27.1,13,6.1,5.7,11,5,3,1,1,0
2024-03-03,Evan Mobley,Suns,76ers,26.8,13,6.9,4.9,12,5,5,1,1,0
2024-03-03,Charles Bassey,Raptors,Clippers,19.4,5,4.6,0.6,3,1,5,1,0,0
2024-03-03,Jordan Poole,Nuggets,Clippers,24.0,15,3.9,4.0,8,3,6,2,4,3
2024-03-03,Kristaps Porzingis,Celtics,Warriors,26.2,18,4.4,4.5,10,4,6,2,6,4
2024-03-03,Kawhi Leonard,Cavaliers,Celtics,28.5,24,4.8,5.5,15,7,7,2,5,4
2024-03-03,LaMelo Ball,Bulls,Raptors,28.5,11,7.8,2.9,10,4,3,0,5,3
2024-03-03,Stephen Curry,Heat,Celtics,37.3,27,9.1,5.2,15,6,7,2,11,9
2024-03-04,Udoka Azubuike,Suns,Cavaliers,20.9,9,2.9,2.1,7,2,5,1,4,2
2024-03-04,Myles Turner,Suns,Mavericks,28.6,22,3.7,3.9,14,6,6,2,6,4
2024-03-04,Joel Embiid,Cavaliers,Nuggets,35.9,24,10.3,9.5,15,7,6,2,6,4
2024-03-04,Deandre Ayton,Raptors,Nuggets,28.6,19,4.6,2.0,11,5,6,2,4,3
2024-03-04,Kyrie Irving,Bulls,Nets,31.2,36,9.5,9.6,22,11,7,3,7,5
2024-03-04,Bojan Bogdanovic,Lakers,Heat,26.8,18,4.3,3.2,10,4,6,2,6,4
2024-03-04,Alperen Sengun,Warriors,Celtics,27.5,12,6.3,3.3,10,4,5,1,2,1
2024-03-04,Shai Gilgeous-Alexander,Suns,Bulls,32.8,10,5.9,2.5,11,4,3,0,3,2
2024-03-04,Theo Pinson,76ers,Celtics,21.7,3,3.5,2.9,3,1,3,0,2,1
2024-03-04,Karl-Anthony Towns,Bucks,Raptors,29.0,14,5.5,5.5,10,4,4,1,4,3
2024-03-04,Keita Bates-Diop,Cavaliers,Warriors,17.5,6,1.4,3.8,7,2,1,0,1,0
2024-03-04,Jerami Grant,Suns,Nets,30.8,11,4.2,4.0,9,4,5,1,1,0
2024-03-04,Desmond Bane,Nets,Celtics,24.7,17,7.8,6.0,14,5,6,2,2,1
2024-03-04,Brook Lopez,Lakers,Bulls,25.2,13,3.7,5.4,11,4,5,1,4,2
2024-03-04,Evan Mobley,Bulls,Nuggets,26.6,11,4.1,4.5,10,4,4,1,1,0
2024-03-04,LaMelo Ball,Bucks,76ers,28.5,10,3.0,5.3,14,5,2,0,1,0
2024-03-05,Jevon Carter,Heat,Lakers,19.6,9,4.1,1.1,7,3,1,0,4,3
2024-03-05,Kendall Brown,Nuggets,Clippers,14.2,7,4.1,3.6,5,1,4,1,4,3
2024-03-05,Amari Bailey,Nets,Cavaliers,11.0,8,5.4,3.9,3,1,4,1,4,3
2024-03-05,Jamal Murray,Nets,76ers,25.4,14,4.5,5.5,12,5,5,1,2,1
2024-03-05,Darius Garland,Celtics,76ers,22.4,13,7.4,5.3,12,5,4,1,1,0
2024-03-05,Bojan Bogdanovic,Warriors,76ers,26.4,12,5.9,2.2,8,3,5,1,4,3
2024-03-05,Donovan Mitchell,Raptors,Heat,34.4,30,6.7,6.0,21,9,5,2,7,5
2024-03-05,LeBron James,Bulls,Warriors,32.6,23,10.8,9.1,15,7,5,1,6,4
2024-03-05,Cam Johnson,Nets,Lakers,21.9,9,5.3,4.5,11,4,2,0,2,1
2024-03-05,Joel Embiid,Bulls,Mavericks,36.4,31,6.5,6.4,20,8,9,3,9,6
2024-03-05,CJ McCollum,Heat,Cavaliers,30.2,11,4.4,4.9,11,4,5,1,1,0
2024-03-06,Aaron Gordon,Suns,Nuggets,30.2,15,6.4,5.4,14,6,2,0,5,3
2024-03-06,Jevon Carter,Heat,Suns,14.0,6,4.1,2.6,7,3,0,0,0,0
2024-03-06,Bojan Bogdanovic,Suns,Nets,29.4,15,3.4,6.0,14,6,5,1,1,0
2024-03-06,Bobby Portis,Spurs,Lakers,28.7,13,4.6,2.4,8,3,6,2,2,1
2024-03-06,Damian Lillard,Warriors,Bulls,32.8,21,9.5,6.5,16,6,6,1,8,6
2024-03-06,Pascal Siakam,Raptors,Lakers,21.6,19,3.3,2.5,10,4,6,2,6,4
2024-03-06,Keita Bates-Diop,Celtics,Bucks,20.6,8,2.9,1.1,8,2,4,1,2,1
2024-03-06,Zion Williamson,Warriors,Celtics,30.9,6,3.5,4.1,8,3,2,0,1,0
2024-03-06,Wesley Matthews,Bulls,Cavaliers,11.0,4,3.0,1.6,5,1,4,1,1,0
2024-03-06,Caris LeVert,Lakers,Spurs,30.3,16,5.2,3.3,13,5,5,1,6,5
2024-03-06,Zion Williamson,Raptors,Clippers,32.6,10,5.6,4.1,9,3,3,0,6,4
2024-03-06,Brook Lopez,Bucks,Spurs,21.2,13,6.1,5.9,12,5,2,0,4,3
2024-03-06,Moussa Diabate,Spurs,Bucks,15.2,6,1.7,3.7,7,2,1,0,4,3
2024-03-06,Victor Wembanyama,Lakers,Cavaliers,23.4,9,4.9,4.0,8,3,3,0,5,3
2024-03-06,LaMelo Ball,Clippers,Cavaliers,31.6,15,4.6,3.7,12,5,4,1,3,2
2024-03-06,Chris Livingston,Nuggets,Suns,18.8,6,2.2,1.7,9,3,0,0,1,0
2024-03-06,Jevon Carter,Mavericks,Suns,14.0,8,4.9,1.4,10,4,3,0,0,0
2024-03-07,Bam Adebayo,76ers,Bucks,34.2,18,5.9,3.8,15,6,6,2,1,0
2024-03-07,Keita Bates-Diop,Nets,Celtics,19.3,9,5.3,3.3,9,3,5,1,1,0
2024-03-07,Isaiah Todd,Lakers,Bulls,15.9,14,4.8,3.5,10,4,5,1,2,1
2024-03-07,Michael Porter Jr.,Heat,76ers,21.4,15,5.3,5.7,13,5,4,1,4,2
2024-03-07,Jamal Murray,Raptors,Mavericks,25.8,16,3.9,3.7,12,5,3,1,5,3
2024-03-07,Khris Middleton,Mavericks,76ers,23.8,12,5.5,3.5,12,5,2,0,3,2
2024-03-07,Kawhi Leonard,76ers,Warriors,30.8,16,7.1,2.1,10,4,6,2,3,2
2024-03-07,Theo Pinson,Clippers,Bucks,16.3,8,5.9,2.9,10,4,3,0,1,0
2024-03-07,Jrue Holiday,Nuggets,Suns,27.5,12,6.2,4.1,9,4,6,1,4,2
2024-03-07,Matisse Thybulle,Raptors,Cavaliers,22.2,16,5.5,2.5,9,4,7,2,3,2
2024-03-07,Leaky Black,Clippers,Bulls,16.1,10,1.0,1.2,5,2,4,1,4,3
2024-03-07,Pat Connaughton,Suns,Clippers,14.3,6,3.8,0.1,6,2,3,0,3,2
2024-03-08,Myles Turner,Warriors,Celtics,27.3,17,5.0,3.3,9,3,7,2,4,3
2024-03-08,Derrick White,Bucks,Nuggets,32.7,16,7.5,2.2,13,6,4,1,2,1
2024-03-08,Miles Bridges,Clippers,76ers,28.5,14,6.1,4.4,8,3,7,2,3,2
2024-03-08,OG Anunoby,Heat,Nets,30.3,17,3.2,4.6,13,5,3,1,6,4
2024-03-08,Devin Booker,Spurs,Cavaliers,33.5,38,9.2,5.8,24,10,11,4,7,6
2024-03-08,Zach LaVine,Cavaliers,Mavericks,24.2,14,4.6,2.4,14,5,4,1,2,1
2024-03-08,Drew Eubanks,Raptors,Clippers,19.6,7,2.2,2.9,10,4,2,0,1,0
2024-03-08,Nic Claxton,Nuggets,Clippers,25.8,14,6.0,5.8,13,5,5,1,2,1
2024-03-08,Andre Jackson,Spurs,Bulls,15.9,7,3.4,1.8,5,2,4,1,2,1
2024-03-09,Yuta Watanabe,Mavericks,Clippers,7.8,4,4.4,2.0,3,1,3,0,3,2
2024-03-09,Andrew Wiggins,Mavericks,Cavaliers,29.0,19,5.0,3.1,13,6,5,1,6,4
2024-03-09,Zach LaVine,76ers,Bucks,26.4,16,4.6,2.0,11,4,6,2,4,3
2024-03-09,Devin Booker,76ers,Heat,35.0,28,5.8,4.3,19,9,7,2,6,5
2024-03-09,Bryce McGowens,Lakers,Spurs,17.9,6,4.1,2.6,7,2,0,0,3,2
2024-03-09,OG Anunoby,Warriors,Clippers,26.3,20,5.9,3.3,11,5,7,2,6,4
2024-03-09,Nick Richards,76ers,Bucks,11.8,2,2.2,3.7,4,1,3,0,0,0
2024-03-09,Rudy Gobert,Cavaliers,Bulls,25.2,10,5.5,2.7,10,4,2,0,3,2
2024-03-09,Pascal Siakam,Nets,76ers,25.2,13,7.7,2.1,10,4,2,0,5,3
2024-03-09,Keldon Johnson,Suns,Warriors,27.5,15,3.9,3.8,14,6,4,1,1,0
2024-03-10,Stephen Curry,76ers,Bulls,39.7,30,9.1,5.4,18,9,11,3,4,3
2024-03-10,Klay Thompson,Warriors,Nets,29.6,17,5.0,2.1,13,5,5,1,5,4
2024-03-10,Devin Vassell,Raptors,Nuggets,32.5,15,7.3,2.3,12,5,3,1,4,2
2024-03-10,Julius Randle,Celtics,Cavaliers,25.1,10,4.0,2.3,8,3,5,1,2,1
2024-03-10,Joe Ingles,Raptors,Bulls,12.0,4,4.5,1.0,6,2,2,0,1,0
